162
         1     0.5582909876     0.5899208537     0.5833562887
         2     0.5582909872     0.5899208539     0.5833562888
         3     0.5582909868     0.5899208542     0.5833562890
         4     0.5582909864     0.5899208544     0.5833562891
         5     0.5582909860     0.5899208547     0.5833562892
         6     0.5582909856     0.5899208550     0.5833562893
         7     0.5582909852     0.5899208553     0.5833562894
         8     0.5582909848     0.5899208555     0.5833562895
         9     0.5582909844     0.5899208558     0.5833562896
        10     0.5582909840     0.5899208561     0.5833562896
        11     0.5582909837     0.5899208564     0.5833562897
        12     0.5582909833     0.5899208567     0.5833562898
        13     0.5582909829     0.5899208570     0.5833562898
        14     0.5582909826     0.5899208573     0.5833562899
        15     0.5582909822     0.5899208576     0.5833562899
        16     0.5582909819     0.5899208579     0.5833562899
        17     0.5582909816     0.5899208582     0.5833562899
        18     0.5582909812     0.5899208585     0.5833562900
        19     0.5582909809     0.5899208587     0.5833562900
        20     0.5582909806     0.5899208590     0.5833562900
        21     0.5582909803     0.5899208593     0.5833562900
        22     0.5582909801     0.5899208596     0.5833562900
        23     0.5582909798     0.5899208598     0.5833562899
        24     0.5582909795     0.5899208601     0.5833562899
        25     0.5582909793     0.5899208604     0.5833562899
        26     0.5582909791     0.5899208606     0.5833562899
        27     0.5582909788     0.5899208608     0.5833562898
        28     0.5582909786     0.5899208611     0.5833562898
        29     0.5582909784     0.5899208613     0.5833562897
        30     0.5582909783     0.5899208615     0.5833562897
        31     0.5582909781     0.5899208617     0.5833562896
        32     0.5582909779     0.5899208620     0.5833562896
        33     0.5582909778     0.5899208622     0.5833562895
        34     0.5582909777     0.5899208623     0.5833562894
        35     0.5582909775     0.5899208625     0.5833562894
        36     0.5582909774     0.5899208627     0.5833562893
        37     0.5582909773     0.5899208629     0.5833562892
        38     0.5582909773     0.5899208630     0.5833562892
        39     0.5582909772     0.5899208631     0.5833562891
        40     0.5582909771     0.5899208633     0.5833562890
        41     0.5582909771     0.5899208634     0.5833562889
        42     0.5582909771     0.5899208635     0.5833562888
        43     0.5582909770     0.5899208636     0.5833562888
        44     0.5582909770     0.5899208637     0.5833562887
        45     0.5582909770     0.5899208638     0.5833562886
        46     0.5582909770     0.5899208639     0.5833562885
        47     0.5582909771     0.5899208639     0.5833562884
        48     0.5582909771     0.5899208640     0.5833562883
        49     0.5582909771     0.5899208640     0.5833562882
        50     0.5582909772     0.5899208641     0.5833562881
        51     0.5582909772     0.5899208641     0.5833562881
        52     0.5582909773     0.5899208641     0.5833562880
        53     0.5582909774     0.5899208641     0.5833562879
        54     0.5582909775     0.5899208641     0.5833562878
        55     0.5582909776     0.5899208641     0.5833562877
        56     0.5582909777     0.5899208641     0.5833562876
        57     0.5582909778     0.5899208641     0.5833562875
        58     0.5582909779     0.5899208641     0.5833562874
        59     0.5582909780     0.5899208640     0.5833562874
        60     0.5582909782     0.5899208640     0.5833562873
        61     0.5582909783     0.5899208639     0.5833562872
        62     0.5582909785     0.5899208639     0.5833562871
        63     0.5582909786     0.5899208638     0.5833562871
        64     0.5582909788     0.5899208637     0.5833562870
        65     0.5582909789     0.5899208637     0.5833562869
        66     0.5582909791     0.5899208636     0.5833562868
        67     0.5582909792     0.5899208635     0.5833562868
        68     0.5582909794     0.5899208634     0.5833562867
        69     0.5582909796     0.5899208633     0.5833562866
        70     0.5582909797     0.5899208632     0.5833562866
        71     0.5582909799     0.5899208631     0.5833562865
        72     0.5582909801     0.5899208630     0.5833562865
        73     0.5582909802     0.5899208629     0.5833562864
        74     0.5582909804     0.5899208628     0.5833562864
        75     0.5582909806     0.5899208627     0.5833562863
        76     0.5582909808     0.5899208625     0.5833562863
        77     0.5582909809     0.5899208624     0.5833562862
        78     0.5582909811     0.5899208623     0.5833562862
        79     0.5582909813     0.5899208622     0.5833562862
        80     0.5582909814     0.5899208621     0.5833562861
        81     0.5582909816     0.5899208619     0.5833562861
        82     0.5582909817     0.5899208618     0.5833562861
        83     0.5582909819     0.5899208617     0.5833562861
        84     0.5582909821     0.5899208615     0.5833562860
        85     0.5582909822     0.5899208614     0.5833562860
        86     0.5582909824     0.5899208613     0.5833562860
        87     0.5582909825     0.5899208612     0.5833562860
        88     0.5582909826     0.5899208611     0.5833562860
        89     0.5582909828     0.5899208609     0.5833562860
        90     0.5582909829     0.5899208608     0.5833562860
        91     0.5582909830     0.5899208607     0.5833562860
        92     0.5582909831     0.5899208606     0.5833562860
        93     0.5582909832     0.5899208605     0.5833562860
        94     0.5582909834     0.5899208604     0.5833562860
        95     0.5582909835     0.5899208603     0.5833562860
        96     0.5582909836     0.5899208602     0.5833562860
        97     0.5582909836     0.5899208601     0.5833562860
        98     0.5582909837     0.5899208600     0.5833562860
        99     0.5582909838     0.5899208599     0.5833562861
       100     0.5582909839     0.5899208598     0.5833562861
       101     0.5582909839     0.5899208597     0.5833562861
       102     0.5582909840     0.5899208596     0.5833562861
       103     0.5582909841     0.5899208595     0.5833562862
       104     0.5582909841     0.5899208595     0.5833562862
       105     0.5582909841     0.5899208594     0.5833562862
       106     0.5582909842     0.5899208593     0.5833562863
       107     0.5582909842     0.5899208593     0.5833562863
       108     0.5582909842     0.5899208592     0.5833562863
       109     0.5582909843     0.5899208592     0.5833562864
       110     0.5582909843     0.5899208591     0.5833562864
       111     0.5582909843     0.5899208591     0.5833562864
